,product_name,product_category,price,product_images,product_description,product_benefits,product_details,productdata_content,other_colors
75,Nike Air Max TW SE,Men's Shoes,"SAR 1,050.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw36943b5a/nk/a52/8/3/d/5/e/a5283d5e_0b1a_4ad4_8d7c_ee950cedd80f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw31a99d31/nk/9f6/e/f/f/1/8/9f6eff18_adf8_4e29_b746_21b20d5c659f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc5dbaea2/nk/007/b/d/8/9/9/007bd899_29d3_4fd3_a2c5_4f6bb656568d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf1aaeaf9/nk/562/1/2/4/c/c/562124cc_c661_46a7_a5e3_e69c2566f8f8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbabd3c4c/nk/013/3/4/0/5/e/0133405e_92ae_47ee_8cdc_95fa17714b53.png?sw=540&sh=540&sm=fit&q=80']","So you're in love with the classic look of the '90s, but you've got a thing for today's fast-paced culture. Meet the Air Max TW. Inspired by the treasured franchise that brought Nike Air cushioning to the world and laid the foundation for the track-to-street aesthetic, this eye-catching design delivers a 1–2 punch of comfort and fashion. Ready to highlight any outfit, its lightweight upper pairs angular and organic lines to create an entrancing haptic effect. And if you're ready for the next step, the 5 windows underfoot deliver a modern edge to visible cushioning.","[""Throwback '90s style is represented in the Nike Air unit and the radiating lines on the upper."", ""Breathable engineered upper adds a modern look that's also durable."", 'Originally designed for performance running, this fashion-forward take on Nike Air cushioning delivers time-tested comfort.']","['Vachetta leather details', 'Rubber outsole', 'Colour Shown: Phantom/Light Bone/Light Photo Blue/Opti Yellow', 'Style: FJ7071-070']",,[]
76,Nike Zoom Mercurial Vapor 15 Academy MG,Multi-Ground Football Boots,SAR 500.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw18c5dc2c/nk/e8e/9/e/1/7/e/e8e9e17e_e19d_4990_beda_a32fd9a234c3.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6b40bed3/nk/6b5/0/5/2/e/a/6b5052ea_3264_4f1a_be6d_58e0c272f07e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw431a0061/nk/679/1/a/6/f/d/6791a6fd_ff15_43d7_9335_fc1e6bc31833.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw955f67df/nk/13b/7/e/d/7/b/13b7ed7b_0f95_4d44_b93f_9c30f0550ebb.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw26cffa32/nk/ea0/6/c/5/9/3/ea06c593_f3b4_485e_817f_262289c1eaa3.png?sw=540&sh=540&sm=fit&q=80']","The pitch is yours when you lace up in the Vapor 15 Academy MG. It's loaded with a Zoom Air unit and flexible NikeSkin up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.","['For use on natural and synthetic surfaces', 'Cushioned insole', 'Colour Shown: Black/Summit White/Volt/Dark Smoke Grey', 'Style: DJ5631-001']","[""For the first time in our history, Nike has developed an all-new Zoom Air unit. It sits in the plate and provides an additional level of springy underfoot feel that helps you move faster on the pitch and create separation when it matters the most—whether you're scoring goals, being first to the ball or going by defenders.""]",The speed cage inside of the structure is made from a thin but strong material that secures the foot to the outsole without adding additional weight for optimal lockdown.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwde0c5a18/nk/456/f/f/3/1/d/456ff31d_2b5b_41d6_b388_ae029f65af0f.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw127a2aae/nk/88b/2/8/a/6/f/88b28a6f_8c57_4a1c_890c_265f6a050c2c.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3c9c6449/nk/590/6/e/a/1/3/5906ea13_88fd_4f32_a5cb_2e0d54d71b79.png?sw=520&sh=520&sm=fit']"
77,Nike Winflo 10,Men's Road Running Shoes,SAR 650.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1cc0ad61/nk/2b0/3/f/d/0/6/2b03fd06_0167_480a_9404_b5015ffc6d98.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4653d91e/nk/1ea/9/4/0/4/0/1ea94040_b3a8_4bfb_8ae4_0f0b3412c3e7.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw5aabb42c/nk/67b/2/e/0/9/9/67b2e099_031e_4cfc_8a55_e819211c3d98.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwab03605c/nk/2c4/7/0/d/1/f/2c470d1f_c814_4b2b_9be3_fab690c42ff9.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw43981a6b/nk/599/7/8/f/6/2/59978f62_b3cb_42f9_a65c_63235eaf7549.png?sw=540&sh=540&sm=fit&q=80']","A balanced ride to help kick-start your run, the Winflo 10 is great whether you're a creature of habit logging your weekly mileage, a rookie hoping to turn intrigue into routine or just joining a friend for a spontaneous weekend run. A neutral support shoe with springy Nike Air, plus more space in the forefoot, leads to a comfortable, bouncy feel. It's ready-made for your run, whenever the road is calling your name.","['Engineered mesh—stronger and more flexible than ordinary mesh—improves hand feel and comfort while maintaining a lightweight, breathable feel.', 'Overlays at the toe add a layer of durability.', ""The tongue is connected to the upper's inner lining for a secure feel.""]","['Colour Shown: Black/Black/White', 'Style: DV4022-003']","The more supportive the shoe, the more stability it can give to your natural stride. A combination of tuned support and intentionally placed cushioning helps you feel secure with every step. The Winflo 10 has neutral support. It gives you balance, whether you're a heel or a forefoot striker. It's good for long and short runs, too.",[]
78,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Football Shoe,SAR 700.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw94a77d17/nk/953/f/0/5/7/5/953f0575_3977_4647_884d_4a7d2e5ac5dc.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9a4dbc29/nk/73f/7/a/2/5/0/73f7a250_4a6a_4832_988c_2a87e687db60.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw167a2c04/nk/d67/4/e/d/b/5/d674edb5_1e4f_4ec9_8521_c48bfe0c2d48.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw022e8740/nk/f4b/0/4/4/9/5/f4b04495_3744_4c24_b2c2_b58aa9d3a313.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd7ad961d/nk/9e2/2/a/9/b/c/9e22a9bc_2c92_4151_877f_8048e80390a5.png?sw=540&sh=540&sm=fit&q=80']","One of our lightest Tiempos to date, the Nike React Tiempo Legend 9 Pro IC lets you go on the offensive with a low-profile design that's reinvented for attackers.The upper has raised textures backed by soft foam pods for precise dribbling, passing and shooting, while responsive Nike React cushioning gives you an extra step on your opponent.","['For use on street, court and indoor surfaces', 'Non-marking outsole', 'Colour Shown: White/Volt/Gum Light Brown/Blackened Blue', 'Style: DA1183-174']","['Nike React foam feels incredibly bouncy.As your foot lands, the foam snaps back for a soft, yet springy feel.']",Premium leather in the upper backed by soft foam pods lets you place your shots with precision.,[]
79,Nike Air Max SC,Men's Shoes,SAR 550.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwacfe3719/nk/dc0/6/f/a/5/4/dc06fa54_1d07_4210_b6d6_ef4270bdb25e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw830332f4/nk/4b1/d/6/f/c/a/4b1d6fca_79fb_4096_9dee_c9c5f98b962e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw12d61517/nk/8db/d/b/7/2/5/8dbdb725_ac33_4865_8560_80a5fd466f16.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe303dd37/nk/2cf/f/d/2/7/d/2cffd27d_0696_47bf_b01f_ed64883688bd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw31218614/nk/4c1/7/8/b/5/b/4c178b5b_ca5a_483d_9817_af2ab3fbb1e3.png?sw=540&sh=540&sm=fit&q=80']","With its easy-going lines, heritage athletics look and, of course, visible Air cushioning, the Nike Air Max SC is the perfect finish to any outfit. The rich mixture of materials adds depth while making it a durable and lightweight shoe for everyday wear.","[""Real and synthetic leather combine with mesh for a durable construction that's breathable and comfortable to wear all day."", 'Originally designed for running, the Max Air unit delivers lightweight cushioning throughout every step.', 'The foam midsole adds cushioning to last.', 'The rubber outsole provides traction and durability.']","['Traditional lacing', 'Flex grooves in the sole let your foot move naturally', 'Colour Shown: Black/Black/White', 'Style: CW4555-002']","Revolutionary Air technology first made its way into Nike footwear in 1978. In 1987, the Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9772d27f/nk/dd8/c/b/3/c/2/dd8cb3c2_5df3_4d0d_a0ab_7b043443a15e.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw22d984de/nk/c13/9/8/d/b/2/c1398db2_8503_4a45_803a_ab50dd84ddaa.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc92fca5d/nk/8c6/7/3/9/9/0/8c673990_2e05_447c_b20a_b5ed57fbb007.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0e090298/nk/de5/a/a/9/8/a/de5aa98a_8fb9_4382_846b_b5b528d6bcc6.png?sw=520&sh=520&sm=fit']"
80,Nike Legend Essential 3 Next Nature,Men's Training Shoes,SAR 400.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa8374380/nk/52d/8/b/0/5/b/52d8b05b_df59_4cb3_b157_0414669ee33e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw50d6fb88/nk/2f0/1/7/a/5/0/2f017a50_cf55_485a_acb9_1a7917b7c37e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw193d1058/nk/7cf/8/4/9/8/e/7cf8498e_d9f3_491b_bce2_56edc2b72bba.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe1b64fec/nk/9cd/3/5/f/5/c/9cd35f5c_1d5f_4633_aaba_543903d4e1b4.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3c5ee51f/nk/dcd/d/8/0/b/5/dcdd80b5_4f42_4ee6_827d_3a2e9b8e1095.png?sw=540&sh=540&sm=fit&q=80']","Meet the trainer versatile enough to withstand the rigours of a fast-paced group class or a heavy day in the weight room. Equipped with a flat heel, high-abrasion materials and a flexible sole, it provides comfort and support that's ready to hit the gym. See the specks on the outsole? That means it's constructed with at least 8% Nike Grind material, made from scraps from the footwear manufacturing process.﻿","['Plush collar makes it easier to slip in and out of the shoes.', 'Rubber wraps up from the sole to the sides for added durability.']","['Colour Shown: Phantom/Flat Pewter/Sail/Green Strike', 'Style: DM1120-006']","The overall design helps brace your heel on top of a flat sole for stability during lifting and squats. Stacked midfoot foam adds sturdiness, so you can squeeze out another rep.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0122afd9/nk/7ed/2/4/d/4/4/7ed24d44_1eb7_4880_b4cb_846fcd94b905.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8b2eef48/nk/8d3/a/8/b/2/c/8d3a8b2c_318a_4a3d_baed_c8fa2132bf14.png?sw=520&sh=520&sm=fit']"
81,Air Jordan 2 Retro,Men's Shoes,"SAR 1,150.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw87969242/nk/bee/8/2/4/a/2/bee824a2_a64b_40f7_a1ec_2d9c22a5d960.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw69babac3/nk/6cd/0/3/8/c/8/6cd038c8_7d40_4119_bd55_38c7812959be.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe5494b18/nk/232/b/5/3/b/e/232b53be_75d9_4045_99e4_d1e8b17511e5.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9d19bae7/nk/aa6/d/7/6/e/3/aa6d76e3_7416_4ec9_a438_db62cf7c2259.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1bca679a/nk/9c0/8/9/d/d/b/9c089ddb_2bb7_43ae_be9e_c19585cf0b6e.png?sw=540&sh=540&sm=fit&q=80']","Subdued, palate cleansing, substantial. The classic high tops that set the stage for a footwear dynasty return in a brand-new colourway. Highlights of Lucky Green pulse against crisp white, taking cues from the first AJ2's colour-blocking. Faux lizard skin, sleek lines and no Swoosh keep the minimalist elegance and refined look of the original. It's no coincidence that this design has maintained its icon status since '86. (Though, a little luck never hurts.)","['Leather feels luxurious and adds durability.', 'The Nike Air-Sole unit in the heel delivers lightweight, responsive cushioning.', 'Rubber outsole offers traction on a variety of surfaces.']","['Colour Shown: White/Sail/Light Steel Grey/Lucky Green', 'Style: DR8884-103']",,[]
82,Nike SB Zoom Blazer Mid Premium Plus,Skate Shoes,SAR 449.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbf3fdb32/nk/b94/3/9/4/6/c/b943946c_3bed_4a26_8ce9_425299693023.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwfdf5e17a/nk/d4b/6/1/f/8/c/d4b61f8c_b6e6_4790_b519_8591e8d9d9f7.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwabe3eca3/nk/ba7/3/0/f/e/f/ba730fef_a884_41ae_922e_930d65547d70.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw270cf242/nk/061/e/4/8/8/a/061e488a_e489_4eea_8b61_6f6b714aa0c8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd5eef49c/nk/3d2/f/2/5/a/4/3d2f25a4_7701_4d3b_849f_5467aacf2ecc.png?sw=540&sh=540&sm=fit&q=80']","Styled for the '70s. Loved in the '80s. Classic in the '90s. Ready for the future. The Zoom Blazer Mid delivers a timeless design that's easy to wear. The era-echoing upper blends a mix of materials that break in beautifully. Exposed foam on the tongue and a special midsole finish make it look like you've just pulled them from the history books. Go ahead, perfect your outfit.","['The durable upper combines leather, suede and canvas for a textured look.', 'Snappy and responsive, Zoom Air cushioning helps provide a quick-off-the-ground sensation.', 'Vulcanised construction fuses the sole to the upper for a flexible, broken-in feel.', 'Solid rubber outsole with herringbone pattern adds traction, durability and heritage styling.']","['Padded collar', 'Colour Shown: Black/White', 'Style: DR9144-001']","Originally introduced in 1972 as a basketball shoe, the Blazer has since transformed into a modern staple for skaters and sneakerheads alike. Maturing from a simple canvas high top to a leather mid top and casual low top, this shoe just gets better with age.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwaf8da574/nk/a60/1/1/e/4/e/a6011e4e_f84c_45f8_9d0a_003bac27e609.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9a21759c/nk/4e6/c/1/b/c/0/4e6c1bc0_0c3e_4593_9823_9f9c86ec0ddf.png?sw=520&sh=520&sm=fit']"
83,Nike Pegasus 39 Premium,Men's Road Running Shoes,SAR 349.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw19a5f9a5/nk/284/a/1/a/f/9/284a1af9_5bd7_4a6f_9fed_c86e6eb94dc7.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw37f67294/nk/da9/2/2/9/c/e/da9229ce_1597_493d_b7b3_09568cdd4f94.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0dece88e/nk/4fc/e/9/9/f/b/4fce99fb_0999_4d51_87ba_1c6d12f8af68.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwaf3d0b47/nk/5b9/7/4/8/5/f/5b97485f_a2f8_46e5_a359_e9078aaf6e30.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw90b5b926/nk/7b1/c/5/4/0/1/7b1c5401_44f9_4ae8_8ac0_6ba8cfd1a258.png?sw=540&sh=540&sm=fit&q=80']","Your workhorse with wings never rests on nostalgia. Now made with more pop and comfort than its predecessor, it's still the shoe you can put your faith in, the one with the plush support and day-to-day reliability. It's a radiant, empowering twist on a running essential, inspired by our human pacers who inspire through connection.","['The tongue, separated from the upper, makes room for different foot shapes.', 'Rubber outsole provides durable traction.']","['Colour Shown: White/Summit White/Volt/Black', 'Style: DX1627-100']",This design nods to our human pacers who inspire through connection. A ticker graphic on the Swoosh logos gives you that on-pace/off-pace read. The green is at the front and red at the back to imitate being on or off pace.,[]
84,Nike Air Max 90,Men's Shoes,SAR 900.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwda23abfa/nk/d0e/6/3/d/0/6/d0e63d06_1f48_4513_a2d2_42835817b17d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw361f4b31/nk/60a/0/8/0/3/5/60a08035_5f0e_413d_82db_fdc054bf59ea.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3307f4fe/nk/7d7/9/f/8/6/3/7d79f863_041c_4749_b886_33e2df844518.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7a254399/nk/856/a/7/6/9/4/856a7694_d1d6_4c8c_a47e_d37ef17ac516.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw574aacab/nk/ddb/5/9/f/7/e/ddb59f7e_d184_48f8_a950_11661616ba9a.png?sw=540&sh=540&sm=fit&q=80']","Lace up and feel the legacy. Produced at the intersection of art, music and culture, this champion running shoe helped define the '90s. Worn by presidents, revolutionised through collabs and celebrated with rare colourways, its striking visuals, Waffle outsole and exposed Air cushioning help keep it alive and well decades later.","[""Stitched overlays and design lines add durability, comfort and the iconic '90s look you love."", 'Originally designed for performance running, visible Nike Air cushioning puts the history of comfort beneath your feet.', 'Padded, low-cut collar looks sleek and feels great.', 'Rubber Waffle outsole delivers traction, durability and heritage style.']","['Foam in the midsole', 'Variable-width lacing', 'Colour Shown: Black/Picante Red/White/Flat Pewter', 'Style: FD0664-001']","The '90s were a turning point in culture—art, music, fashion and sneakers. The Air Max was at the forefront of the movement. With even more exposed Air cushioning and a bold new colour affectionately dubbed ""Infrared"", its revolutionised design helped the first 90 take on a life of its own. No longer just a running shoe, it solidified Air Max as a streetwear cornerstone.","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa17437b5/nk/3ef/5/d/2/7/3/3ef5d273_f68f_44ea_9bec_e94bc85d54ed.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwdcea8f98/nk/cca/1/2/e/2/4/cca12e24_20d7_4752_9222_7c96726cf339.png?sw=520&sh=520&sm=fit']"
